Order ID,Order Date,Product Name,Category,Sub-Category,Quantity,Unit Price,Sales,Profit,Region
O-100619,2024-09-30,Ergo Chair,Furniture,Chairs,5,152.93,739.63,134.54,South
O-100620,2024-03-08,Photo Paper,Office Supplies,Paper,2,35.15,67.73,8.02,West
O-100621,2024-03-17,Executive Chair,Furniture,Chairs,3,233.42,707.82,92.13,West
O-100622,2024-05-15,Smartphone Y,Technology,Phones,5,424.79,1977.33,406.58,Central
O-100623,2024-06-25,Photo Paper,Office Supplies,Paper,1,22.36,23.47,2.93,West
O-100624,2024-08-13,Ergo Chair,Furniture,Chairs,4,226.67,907.23,178.01,South
O-100625,2024-05-14,Keyboard,Technology,Accessories,1,384.49,382.24,66.86,East
O-100626,2024-06-17,Headphones,Technology,Accessories,3,434.85,1245.14,226.3,East
O-100627,2024-09-29,Smartphone X,Technology,Phones,5,449.61,2291.39,473.41,South
O-100628,2024-01-14,"3"" Binder",Office Supplies,Binders,3,26.2,72.1,9.41,East
O-100629,2024-04-02,"3"" Binder",Office Supplies,Binders,1,33.52,31.51,3.38,West
O-100630,2024-09-17,Mouse,Technology,Accessories,3,505.66,1417.37,355.45,Central
O-100631,2024-11-22,Storage Bin,Office Supplies,Storage,3,31.02,98.97,12.36,South
O-100632,2024-07-05,Smartphone Z,Technology,Phones,5,391.84,2059.65,513.7,West
O-100633,2024-07-13,Copier,Technology,Machines,5,332.61,1795.63,466.19,Central
O-100634,2024-02-09,Copier,Technology,Machines,2,237.28,467.81,106.92,West
O-100635,2024-06-12,Study Table,Furniture,Tables,5,144.74,694.2,129.97,West
O-100636,2024-07-13,Photo Paper,Office Supplies,Paper,5,25.41,133.26,11.35,East
O-100637,2024-03-29,"2"" Binder",Office Supplies,Binders,3,37.02,101.36,8.43,South
O-100638,2024-04-08,"3"" Binder",Office Supplies,Binders,2,42.69,80.82,12.64,West
O-100639,2024-05-17,"3"" Binder",Office Supplies,Binders,2,32.25,62.59,7.78,East
O-100640,2024-01-08,Headphones,Technology,Accessories,2,422.16,885.0,209.02,West
O-100641,2024-04-27,Mouse,Technology,Accessories,4,508.59,1923.37,405.14,South
O-100642,2024-03-18,Smartphone Z,Technology,Phones,4,345.06,1379.74,295.08,East
O-100643,2024-04-29,Wood Bookcase,Furniture,Bookcases,3,153.4,479.1,73.96,West
O-100644,2024-02-13,File Box,Office Supplies,Storage,3,38.4,104.08,13.01,South
O-100645,2024-11-21,Ring Binder,Office Supplies,Binders,1,32.2,31.66,2.71,Central
O-100646,2024-08-04,Smartphone Y,Technology,Phones,5,486.74,2422.56,652.77,Central
O-100647,2024-09-04,Corner Bookcase,Furniture,Bookcases,1,208.41,217.79,30.8,West
O-100648,2024-10-15,File Box,Office Supplies,Storage,3,31.54,104.07,10.27,West
O-100649,2024-06-30,Meeting Table,Furniture,Tables,2,247.73,524.48,115.69,South
O-100650,2024-02-01,Metal Bookcase,Furniture,Bookcases,4,157.85,622.54,98.81,Central
O-100651,2024-07-15,"3"" Binder",Office Supplies,Binders,2,32.57,60.43,6.81,Central
O-100652,2024-08-02,Letter Paper,Office Supplies,Paper,1,18.01,17.41,1.44,East
O-100653,2024-09-29,File Box,Office Supplies,Storage,4,38.59,168.61,17.08,East
O-100654,2024-06-06,Letter Paper,Office Supplies,Paper,3,21.34,64.47,9.6,South
O-100655,2024-02-16,Smartphone X,Technology,Phones,3,509.57,1430.77,257.5,East
O-100656,2024-04-13,Letter Paper,Office Supplies,Paper,5,30.32,164.81,21.39,South
O-100657,2024-05-12,Headphones,Technology,Accessories,2,346.45,757.45,145.07,South
O-100658,2024-08-23,Meeting Table,Furniture,Tables,5,230.49,1126.55,182.86,South
O-100659,2024-07-27,Storage Bin,Office Supplies,Storage,3,27.28,84.63,8.37,Central
O-100660,2024-05-09,"3"" Binder",Office Supplies,Binders,2,27.87,55.17,7.17,East
O-100661,2024-12-26,Wood Bookcase,Furniture,Bookcases,3,148.01,469.01,61.88,West
O-100662,2024-08-09,"2"" Binder",Office Supplies,Binders,3,26.23,85.13,14.11,East
O-100663,2024-03-27,Storage Bin,Office Supplies,Storage,5,31.18,150.13,15.11,East
O-100664,2024-02-07,Ergo Chair,Furniture,Chairs,5,150.01,717.78,127.64,East
O-100665,2024-02-25,"2"" Binder",Office Supplies,Binders,1,22.84,20.6,1.6,West
O-100666,2024-03-30,Copier,Technology,Machines,4,321.62,1289.05,278.51,South
O-100667,2024-02-28,Scanner,Technology,Machines,2,368.3,734.15,133.0,East
O-100668,2024-03-09,Keyboard,Technology,Accessories,1,345.12,313.22,73.4,East
O-100669,2024-04-14,Ergo Chair,Furniture,Chairs,3,175.31,513.01,113.03,East
O-100670,2024-03-04,Wood Bookcase,Furniture,Bookcases,3,231.19,697.9,97.63,South
O-100671,2024-11-23,Printer,Technology,Machines,4,492.34,1995.31,462.02,East
O-100672,2024-01-30,A4 Paper,Office Supplies,Paper,2,26.23,51.7,4.28,South
O-100673,2024-07-10,"2"" Binder",Office Supplies,Binders,2,28.33,56.64,5.72,South
O-100674,2024-05-29,Smartphone Z,Technology,Phones,1,357.43,338.03,87.3,East
O-100675,2024-12-24,Copier,Technology,Machines,5,430.84,2291.81,472.07,West
O-100676,2024-02-10,Desk Organizer,Office Supplies,Storage,3,17.92,58.8,9.6,South
O-100677,2024-05-25,Desk Organizer,Office Supplies,Storage,1,30.6,32.74,3.65,East
O-100678,2024-12-19,Study Table,Furniture,Tables,1,112.22,117.8,25.07,Central
O-100679,2024-11-11,Study Table,Furniture,Tables,4,263.98,1102.62,182.23,West
O-100680,2024-10-25,Photo Paper,Office Supplies,Paper,5,22.68,102.76,16.92,East
O-100681,2024-04-04,Study Table,Furniture,Tables,4,195.83,795.81,156.54,South
O-100682,2024-03-03,File Box,Office Supplies,Storage,3,23.51,68.68,9.55,West
O-100683,2024-09-01,File Box,Office Supplies,Storage,4,39.7,164.39,15.6,East
O-100684,2024-12-05,Study Table,Furniture,Tables,3,184.67,507.31,84.03,Central
O-100685,2024-07-22,Letter Paper,Office Supplies,Paper,3,33.25,105.59,13.77,West
O-100686,2024-07-27,Meeting Table,Furniture,Tables,4,230.33,912.88,197.5,South
O-100687,2024-04-12,Smartphone Z,Technology,Phones,4,292.8,1116.39,255.74,West
O-100688,2024-10-07,Study Table,Furniture,Tables,1,241.21,255.46,36.67,West
O-100689,2024-03-09,Smartphone Z,Technology,Phones,3,454.43,1358.87,297.65,East
O-100690,2024-04-28,Keyboard,Technology,Accessories,1,323.09,291.76,57.88,West
O-100691,2024-06-04,Storage Bin,Office Supplies,Storage,3,16.11,47.25,4.45,South
O-100692,2024-07-04,Desk Organizer,Office Supplies,Storage,5,21.91,111.17,14.87,Central
O-100693,2024-03-29,Copier,Technology,Machines,5,401.25,1999.9,469.6,East
O-100694,2024-02-11,Desk Organizer,Office Supplies,Storage,2,31.35,58.02,6.13,Central
O-100695,2024-08-10,Headphones,Technology,Accessories,1,440.14,481.31,97.3,South
O-100696,2024-04-15,Headphones,Technology,Accessories,2,428.27,936.96,227.12,East
O-100697,2024-07-31,Corner Bookcase,Furniture,Bookcases,5,282.7,1418.34,313.18,South
O-100698,2024-02-26,Meeting Table,Furniture,Tables,4,210.8,841.83,175.46,Central
O-100699,2024-06-24,Executive Chair,Furniture,Chairs,1,184.69,183.9,27.08,Central
O-100700,2024-07-13,Keyboard,Technology,Accessories,2,453.71,902.28,204.96,East
O-100701,2024-01-19,Desk Organizer,Office Supplies,Storage,5,37.07,169.67,17.07,Central
O-100702,2024-05-02,Executive Chair,Furniture,Chairs,2,231.46,464.62,81.86,West
O-100703,2024-02-19,"3"" Binder",Office Supplies,Binders,2,26.64,57.16,6.86,West
O-100704,2024-01-24,Photo Paper,Office Supplies,Paper,4,32.92,140.05,14.65,South
O-100705,2024-12-27,"2"" Binder",Office Supplies,Binders,4,28.39,117.03,13.53,West
O-100706,2024-04-27,A4 Paper,Office Supplies,Paper,3,25.64,83.42,10.78,West
O-100707,2024-10-22,Ring Binder,Office Supplies,Binders,3,34.35,102.77,12.38,East
O-100708,2024-04-02,Printer,Technology,Machines,5,388.08,1798.95,399.08,East
O-100709,2024-09-05,Mouse,Technology,Accessories,3,440.69,1291.18,322.11,West
O-100710,2024-10-04,Executive Chair,Furniture,Chairs,1,247.17,257.78,57.68,South
O-100711,2024-08-05,Mouse,Technology,Accessories,3,560.21,1694.33,452.04,East
O-100712,2024-06-21,Mouse,Technology,Accessories,2,339.11,714.12,141.73,South
O-100713,2024-05-30,Photo Paper,Office Supplies,Paper,2,30.66,64.43,10.75,Central
O-100714,2024-05-07,Folding Table,Furniture,Tables,5,205.15,1100.17,160.94,South
O-100715,2024-12-05,Smartphone Z,Technology,Phones,2,372.35,808.66,188.29,West
O-100716,2024-10-30,Metal Bookcase,Furniture,Bookcases,5,135.05,633.44,124.78,East
O-100717,2024-12-18,Mouse,Technology,Accessories,3,370.41,1085.95,237.26,West
O-100718,2024-02-15,Ring Binder,Office Supplies,Binders,2,36.14,69.41,5.52,Central
O-100719,2024-09-23,"2"" Binder",Office Supplies,Binders,2,28.86,53.16,8.4,West
O-100720,2024-12-08,Smartphone X,Technology,Phones,1,369.29,340.2,74.6,East
O-100721,2024-03-07,Smartphone Z,Technology,Phones,4,416.18,1614.46,430.45,South
O-100722,2024-01-25,"2"" Binder",Office Supplies,Binders,1,26.8,25.5,3.61,West
O-100723,2024-09-27,Letter Paper,Office Supplies,Paper,2,31.27,62.87,6.31,West
O-100724,2024-07-28,Executive Chair,Furniture,Chairs,2,225.06,427.25,78.28,West
O-100725,2024-11-03,Headphones,Technology,Accessories,3,393.61,1238.18,292.41,East
O-100726,2024-02-21,Wood Bookcase,Furniture,Bookcases,3,201.17,585.68,89.85,East
O-100727,2024-10-17,Wood Bookcase,Furniture,Bookcases,3,227.92,744.48,126.28,Central
O-100728,2024-03-14,Photo Paper,Office Supplies,Paper,3,20.25,63.26,10.38,West
O-100729,2024-02-29,Executive Chair,Furniture,Chairs,1,99.74,104.94,23.98,South
O-100730,2024-02-29,Folding Table,Furniture,Tables,4,276.51,1183.37,210.66,West
O-100731,2024-10-24,Photo Paper,Office Supplies,Paper,5,16.96,78.11,10.89,West
O-100732,2024-08-30,Study Table,Furniture,Tables,5,102.59,522.06,72.53,West
O-100733,2024-07-09,Meeting Table,Furniture,Tables,2,227.37,471.79,76.69,East
O-100734,2024-05-10,Smartphone Y,Technology,Phones,5,428.06,2165.98,528.27,South
O-100735,2024-11-16,Study Table,Furniture,Tables,3,150.21,428.09,58.46,Central
O-100736,2024-05-23,"3"" Binder",Office Supplies,Binders,5,32.43,162.01,16.73,East
O-100737,2024-10-25,Wood Bookcase,Furniture,Bookcases,4,304.86,1223.38,196.33,Central
O-100738,2024-06-09,Printer,Technology,Machines,1,419.45,393.97,94.16,West
O-100739,2024-05-17,File Box,Office Supplies,Storage,4,27.18,109.31,15.68,East
O-100740,2024-06-17,Scanner,Technology,Machines,1,289.98,273.18,47.07,South
O-100741,2024-04-20,Ergo Chair,Furniture,Chairs,1,192.84,174.91,38.69,Central
O-100742,2024-09-29,Ring Binder,Office Supplies,Binders,1,37.63,38.06,3.64,Central
O-100743,2024-07-02,Executive Chair,Furniture,Chairs,1,160.8,159.47,31.53,West
O-100744,2024-03-25,Corner Bookcase,Furniture,Bookcases,1,196.93,216.48,46.45,Central
O-100745,2024-11-24,Ergo Chair,Furniture,Chairs,1,207.87,221.77,47.3,Central
O-100746,2024-05-20,Executive Chair,Furniture,Chairs,1,267.82,286.77,41.3,West
O-100747,2024-07-17,Metal Bookcase,Furniture,Bookcases,4,228.16,846.61,147.26,West
O-100748,2024-11-26,Letter Paper,Office Supplies,Paper,1,32.57,30.42,2.96,East
O-100749,2024-08-15,A4 Paper,Office Supplies,Paper,1,34.78,32.78,4.49,West
O-100750,2024-02-12,Smartphone X,Technology,Phones,5,348.6,1806.26,352.87,South
O-100751,2024-12-09,A4 Paper,Office Supplies,Paper,2,34.1,69.69,10.6,West
O-100752,2024-08-17,Meeting Table,Furniture,Tables,3,247.4,765.62,172.96,South
O-100753,2024-05-02,Mouse,Technology,Accessories,2,324.82,655.83,153.5,East
O-100754,2024-02-20,Wood Bookcase,Furniture,Bookcases,3,178.63,486.23,72.73,South
O-100755,2024-10-16,Smartphone X,Technology,Phones,1,154.84,141.25,32.36,South
O-100756,2024-08-14,Meeting Table,Furniture,Tables,4,165.14,670.16,120.67,South
O-100757,2024-07-13,A4 Paper,Office Supplies,Paper,1,31.37,29.42,3.55,West
O-100758,2024-11-22,Headphones,Technology,Accessories,5,427.04,2135.33,553.93,South
O-100759,2024-10-14,Study Table,Furniture,Tables,2,176.31,343.25,63.24,East
O-100760,2024-02-25,Headphones,Technology,Accessories,4,436.25,1816.72,430.89,West
O-100761,2024-04-23,Task Chair,Furniture,Chairs,1,209.33,208.88,35.15,East
O-100762,2024-03-31,Smartphone X,Technology,Phones,4,434.8,1817.43,471.58,East
O-100763,2024-09-28,Smartphone Z,Technology,Phones,2,368.48,810.28,160.52,Central
O-100764,2024-01-13,Task Chair,Furniture,Chairs,1,217.43,233.99,49.27,Central
O-100765,2024-07-27,Executive Chair,Furniture,Chairs,3,222.31,605.45,117.37,East
O-100766,2024-10-05,Printer,Technology,Machines,5,415.97,1937.27,463.13,West
O-100767,2024-11-16,A4 Paper,Office Supplies,Paper,2,36.57,79.01,11.46,West
O-100768,2024-05-04,"3"" Binder",Office Supplies,Binders,3,30.97,100.23,16.78,East
O-100769,2024-10-26,A4 Paper,Office Supplies,Paper,1,23.66,23.73,2.14,West
O-100770,2024-02-10,"2"" Binder",Office Supplies,Binders,3,34.92,109.29,14.97,West
O-100771,2024-11-04,Storage Bin,Office Supplies,Storage,5,34.9,167.49,17.03,Central
O-100772,2024-02-16,Executive Chair,Furniture,Chairs,2,185.47,390.95,72.77,South
O-100773,2024-05-25,"3"" Binder",Office Supplies,Binders,1,35.13,38.39,2.97,East
O-100774,2024-10-18,Copier,Technology,Machines,3,414.41,1304.7,262.47,West
O-100775,2024-02-24,Mouse,Technology,Accessories,3,378.17,1221.29,278.75,East
O-100776,2024-03-24,Letter Paper,Office Supplies,Paper,4,35.43,130.38,9.56,Central
O-100777,2024-09-20,Storage Bin,Office Supplies,Storage,4,23.96,95.45,6.83,East
O-100778,2024-09-19,Desk Organizer,Office Supplies,Storage,2,31.59,63.86,10.41,East
O-100779,2024-08-22,Smartphone Y,Technology,Phones,3,396.77,1239.72,268.11,South
O-100780,2024-09-10,Wood Bookcase,Furniture,Bookcases,2,233.48,472.92,85.9,Central
O-100781,2024-07-17,Letter Paper,Office Supplies,Paper,3,27.88,83.03,10.79,East
O-100782,2024-04-01,Keyboard,Technology,Accessories,1,387.62,412.07,106.7,West
O-100783,2024-05-06,"3"" Binder",Office Supplies,Binders,1,23.64,25.44,4.05,East
O-100784,2024-03-07,Photo Paper,Office Supplies,Paper,3,35.7,109.77,10.79,West
O-100785,2024-11-27,Corner Bookcase,Furniture,Bookcases,5,250.86,1344.09,214.86,South
O-100786,2024-07-31,Folding Table,Furniture,Tables,5,201.14,1009.36,177.19,East
O-100787,2024-05-26,Copier,Technology,Machines,3,401.74,1290.17,283.88,Central
O-100788,2024-06-17,A4 Paper,Office Supplies,Paper,4,33.94,127.71,10.82,South
O-100789,2024-12-11,Desk Organizer,Office Supplies,Storage,1,30.94,28.08,2.31,South
O-100790,2024-02-25,A4 Paper,Office Supplies,Paper,4,30.25,129.33,12.15,West
O-100791,2024-08-01,"2"" Binder",Office Supplies,Binders,1,20.08,19.0,2.31,East
O-100792,2024-07-03,Smartphone Z,Technology,Phones,3,437.03,1321.84,319.26,Central
O-100793,2024-08-11,Copier,Technology,Machines,5,410.71,2027.62,424.26,West
O-100794,2024-01-07,Metal Bookcase,Furniture,Bookcases,5,193.72,989.08,197.01,West
O-100795,2024-11-14,Headphones,Technology,Accessories,2,303.19,634.27,116.18,Central
O-100796,2024-12-06,Scanner,Technology,Machines,2,486.64,1029.78,205.52,West
O-100797,2024-07-25,File Box,Office Supplies,Storage,1,23.54,25.34,2.81,West
O-100798,2024-09-11,Executive Chair,Furniture,Chairs,4,149.45,539.03,115.31,East
O-100799,2024-12-02,Printer,Technology,Machines,2,290.36,623.84,107.02,West
O-100800,2024-09-15,Executive Chair,Furniture,Chairs,2,286.39,617.21,86.7,South
O-100801,2024-02-25,Metal Bookcase,Furniture,Bookcases,5,125.54,615.17,89.23,West
O-100802,2024-07-29,Smartphone Y,Technology,Phones,3,437.34,1309.52,256.36,South
O-100803,2024-08-09,Storage Bin,Office Supplies,Storage,5,34.74,172.96,12.88,West
O-100804,2024-06-03,Corner Bookcase,Furniture,Bookcases,4,241.75,950.16,174.59,East
O-100805,2024-09-25,Ergo Chair,Furniture,Chairs,2,199.15,368.13,52.04,West
O-100806,2024-12-07,Desk Organizer,Office Supplies,Storage,4,23.13,94.99,7.65,Central
O-100807,2024-12-03,Meeting Table,Furniture,Tables,5,154.7,847.36,113.32,West
O-100808,2024-06-13,Ergo Chair,Furniture,Chairs,5,184.55,897.56,174.22,South
O-100809,2024-02-11,Ergo Chair,Furniture,Chairs,4,111.79,467.63,104.37,East
O-100810,2024-12-25,Scanner,Technology,Machines,3,463.75,1415.31,277.58,South
O-100811,2024-11-02,Smartphone Z,Technology,Phones,5,338.04,1753.86,404.11,South
O-100812,2024-02-15,Folding Table,Furniture,Tables,5,151.63,822.1,169.14,Central
O-100813,2024-12-02,Printer,Technology,Machines,5,404.54,2125.36,456.36,West
O-100814,2024-11-13,Photo Paper,Office Supplies,Paper,5,38.58,205.96,27.9,East
O-100815,2024-07-08,Study Table,Furniture,Tables,1,190.85,208.45,40.18,East
O-100816,2024-08-03,Meeting Table,Furniture,Tables,2,175.35,380.34,71.07,West
O-100817,2024-05-25,Smartphone Y,Technology,Phones,3,422.84,1156.0,274.3,South
O-100818,2024-01-20,Ring Binder,Office Supplies,Binders,2,26.21,54.76,4.96,East
O-100819,2024-05-02,"2"" Binder",Office Supplies,Binders,1,35.04,33.15,3.67,South
O-100820,2024-10-20,Metal Bookcase,Furniture,Bookcases,3,252.73,719.62,101.41,Central
O-100821,2024-01-02,Folding Table,Furniture,Tables,2,145.67,293.29,39.67,West
O-100822,2024-05-01,Headphones,Technology,Accessories,3,325.93,1018.37,176.3,South
O-100823,2024-05-25,Task Chair,Furniture,Chairs,1,195.45,203.5,45.01,Central
O-100824,2024-07-15,Scanner,Technology,Machines,4,289.53,1241.52,226.28,West
O-100825,2024-12-01,A4 Paper,Office Supplies,Paper,1,36.87,33.26,3.12,South
O-100826,2024-05-06,Metal Bookcase,Furniture,Bookcases,3,262.94,818.14,174.53,East
O-100827,2024-05-06,Desk Organizer,Office Supplies,Storage,2,26.55,52.95,5.37,East
O-100828,2024-09-26,Task Chair,Furniture,Chairs,1,244.51,231.29,35.61,West
O-100829,2024-06-14,Executive Chair,Furniture,Chairs,2,189.3,381.05,84.03,East
O-100830,2024-03-22,Folding Table,Furniture,Tables,1,229.57,241.65,40.75,South
O-100831,2024-06-14,Headphones,Technology,Accessories,1,351.42,351.06,85.74,Central
O-100832,2024-02-21,Ring Binder,Office Supplies,Binders,2,24.18,46.24,6.62,East
O-100833,2024-03-05,Executive Chair,Furniture,Chairs,5,269.1,1393.71,318.46,East
O-100834,2024-06-30,"2"" Binder",Office Supplies,Binders,3,34.43,105.53,17.63,West
O-100835,2024-06-01,Photo Paper,Office Supplies,Paper,4,25.76,105.42,14.66,West
O-100836,2024-11-29,Smartphone Y,Technology,Phones,5,297.25,1620.29,279.05,West
O-100837,2024-05-12,Copier,Technology,Machines,1,518.07,491.3,116.55,East
O-100838,2024-07-30,Copier,Technology,Machines,2,458.77,913.89,200.27,Central
O-100839,2024-08-18,Headphones,Technology,Accessories,3,545.11,1507.18,404.93,Central
O-100840,2024-01-05,Ring Binder,Office Supplies,Binders,4,27.88,101.63,15.94,West
O-100841,2024-08-30,Ergo Chair,Furniture,Chairs,2,188.33,360.75,52.28,East
O-100842,2024-03-05,Keyboard,Technology,Accessories,4,432.84,1599.86,308.89,West
O-100843,2024-12-16,Smartphone X,Technology,Phones,3,338.61,1053.13,179.33,South
O-100844,2024-02-24,Meeting Table,Furniture,Tables,2,177.44,323.55,51.94,East
O-100845,2024-05-31,Ergo Chair,Furniture,Chairs,4,185.18,775.03,129.2,East
O-100846,2024-02-01,File Box,Office Supplies,Storage,2,27.01,52.31,4.54,Central
O-100847,2024-12-29,Scanner,Technology,Machines,3,346.41,1044.46,198.76,West
O-100848,2024-07-02,Smartphone Y,Technology,Phones,5,476.64,2444.74,452.93,Central
O-100849,2024-08-05,"2"" Binder",Office Supplies,Binders,5,33.98,165.14,22.59,East
O-100850,2024-01-25,Desk Organizer,Office Supplies,Storage,2,26.1,57.38,4.61,East
O-100851,2024-09-30,Executive Chair,Furniture,Chairs,3,169.54,534.91,70.71,South
O-100852,2024-03-17,Wood Bookcase,Furniture,Bookcases,1,158.46,146.04,20.0,Central
O-100853,2024-11-23,Ring Binder,Office Supplies,Binders,1,37.75,36.98,2.69,West
O-100854,2024-03-15,Copier,Technology,Machines,2,372.41,804.9,190.94,South
O-100855,2024-03-10,"2"" Binder",Office Supplies,Binders,5,31.65,166.84,25.72,Central
O-100856,2024-01-14,"3"" Binder",Office Supplies,Binders,1,29.9,29.98,2.82,East
O-100857,2024-06-21,"3"" Binder",Office Supplies,Binders,3,27.59,80.08,8.96,West
O-100858,2024-07-25,"3"" Binder",Office Supplies,Binders,5,28.92,132.41,11.54,East
O-100859,2024-01-24,Executive Chair,Furniture,Chairs,1,226.09,223.43,30.5,South
O-100860,2024-10-10,Task Chair,Furniture,Chairs,5,187.88,993.1,175.03,South
O-100861,2024-06-14,"2"" Binder",Office Supplies,Binders,1,38.08,38.66,3.34,East
O-100862,2024-07-10,Meeting Table,Furniture,Tables,1,229.15,207.74,36.73,Central
O-100863,2024-06-09,Printer,Technology,Machines,2,447.4,903.46,171.41,West
O-100864,2024-05-26,Ergo Chair,Furniture,Chairs,3,214.98,597.55,91.63,West
O-100865,2024-07-23,"3"" Binder",Office Supplies,Binders,1,27.55,29.15,3.84,East
O-100866,2024-02-26,Metal Bookcase,Furniture,Bookcases,1,220.56,215.63,31.71,East
O-100867,2024-03-07,Desk Organizer,Office Supplies,Storage,5,39.3,183.56,25.02,South
O-100868,2024-11-10,Meeting Table,Furniture,Tables,1,223.88,235.82,53.52,Central
O-100869,2024-12-11,Metal Bookcase,Furniture,Bookcases,3,198.45,568.61,119.82,West
O-100870,2024-05-16,File Box,Office Supplies,Storage,5,16.62,78.27,5.51,East
O-100871,2024-04-08,Ring Binder,Office Supplies,Binders,1,41.28,39.99,6.79,Central
O-100872,2024-08-23,Headphones,Technology,Accessories,4,326.48,1370.14,284.75,West
O-100873,2024-05-29,Ring Binder,Office Supplies,Binders,3,27.0,85.59,8.29,Central
O-100874,2024-01-10,Ergo Chair,Furniture,Chairs,3,91.81,258.45,42.23,Central
O-100875,2024-02-26,Desk Organizer,Office Supplies,Storage,3,29.43,83.11,11.25,West
O-100876,2024-09-18,Meeting Table,Furniture,Tables,1,226.36,208.93,41.68,West
O-100877,2024-08-28,Printer,Technology,Machines,2,486.79,950.6,252.56,West
O-100878,2024-01-10,Printer,Technology,Machines,3,472.73,1549.81,278.28,East
O-100879,2024-03-22,Task Chair,Furniture,Chairs,5,137.58,712.27,129.82,Central
O-100880,2024-03-25,Executive Chair,Furniture,Chairs,5,205.75,1117.66,225.83,Central
O-100881,2024-09-02,Ergo Chair,Furniture,Chairs,2,196.61,368.15,77.69,East
O-100882,2024-01-08,Letter Paper,Office Supplies,Paper,3,24.18,71.47,6.0,East
O-100883,2024-02-07,Copier,Technology,Machines,2,301.29,622.48,148.83,Central
O-100884,2024-10-18,Meeting Table,Furniture,Tables,1,220.83,230.22,45.77,West
O-100885,2024-03-06,Ergo Chair,Furniture,Chairs,2,156.82,298.81,49.5,East
O-100886,2024-08-26,File Box,Office Supplies,Storage,5,37.3,168.69,19.3,Central
O-100887,2024-03-27,Photo Paper,Office Supplies,Paper,5,15.64,76.48,8.46,Central
O-100888,2024-02-06,Executive Chair,Furniture,Chairs,4,241.56,894.27,193.1,Central
O-100889,2024-03-29,Desk Organizer,Office Supplies,Storage,4,33.18,122.51,20.45,South
O-100890,2024-09-20,A4 Paper,Office Supplies,Paper,2,27.18,55.38,8.15,South
O-100891,2024-11-08,Wood Bookcase,Furniture,Bookcases,5,207.8,1077.2,225.36,West
O-100892,2024-10-30,Ergo Chair,Furniture,Chairs,3,149.19,420.6,66.48,South
O-100893,2024-05-24,Executive Chair,Furniture,Chairs,4,191.25,741.21,100.92,East
O-100894,2024-08-31,Smartphone Z,Technology,Phones,1,371.27,391.76,97.84,West
O-100895,2024-03-15,Desk Organizer,Office Supplies,Storage,4,31.81,129.82,17.6,East
O-100896,2024-04-16,Smartphone X,Technology,Phones,1,570.85,561.53,135.56,South
O-100897,2024-11-23,Executive Chair,Furniture,Chairs,3,211.28,602.13,116.83,South
O-100898,2024-01-05,A4 Paper,Office Supplies,Paper,1,35.29,34.55,5.81,Central
O-100899,2024-02-01,"2"" Binder",Office Supplies,Binders,5,30.94,170.05,14.96,West
O-100900,2024-03-16,Mouse,Technology,Accessories,1,366.22,379.9,90.2,East
O-100901,2024-01-10,Executive Chair,Furniture,Chairs,3,228.26,727.1,152.72,West
O-100902,2024-03-07,Desk Organizer,Office Supplies,Storage,3,22.56,68.31,8.56,West
O-100903,2024-07-31,File Box,Office Supplies,Storage,4,18.97,74.48,10.06,Central
O-100904,2024-06-02,Keyboard,Technology,Accessories,2,322.91,697.1,146.03,South
O-100905,2024-11-21,Desk Organizer,Office Supplies,Storage,3,13.72,37.34,4.47,Central
O-100906,2024-10-25,"2"" Binder",Office Supplies,Binders,2,29.96,56.49,4.29,West
O-100907,2024-05-04,Task Chair,Furniture,Chairs,5,154.94,837.36,192.5,South
O-100908,2024-04-04,Smartphone Y,Technology,Phones,2,262.27,481.21,92.53,East
O-100909,2024-05-18,Letter Paper,Office Supplies,Paper,3,34.79,100.05,7.06,West
O-100910,2024-08-03,Wood Bookcase,Furniture,Bookcases,4,249.98,1056.8,205.88,Central
O-100911,2024-04-07,Scanner,Technology,Machines,3,282.29,884.74,221.71,West
O-100912,2024-08-15,Photo Paper,Office Supplies,Paper,2,36.94,77.23,12.69,South
O-100913,2024-05-29,Letter Paper,Office Supplies,Paper,4,36.31,143.05,12.2,South
O-100914,2024-07-20,Photo Paper,Office Supplies,Paper,4,23.85,93.99,9.28,East
O-100915,2024-06-08,Metal Bookcase,Furniture,Bookcases,5,194.38,975.12,175.98,East
O-100916,2024-04-17,Wood Bookcase,Furniture,Bookcases,3,150.22,428.26,63.11,South
O-100917,2024-12-12,Headphones,Technology,Accessories,1,435.99,428.81,104.49,East
O-100918,2024-10-05,Printer,Technology,Machines,4,433.79,1836.48,335.56,West
O-100919,2024-02-21,Task Chair,Furniture,Chairs,3,181.35,550.17,94.16,South
O-100920,2024-11-12,Meeting Table,Furniture,Tables,1,236.97,229.92,48.56,West
O-100921,2024-06-26,Task Chair,Furniture,Chairs,5,169.86,784.25,116.46,East
O-100922,2024-11-22,Letter Paper,Office Supplies,Paper,2,27.02,53.0,4.44,West
O-100923,2024-10-18,Ergo Chair,Furniture,Chairs,3,268.57,804.53,131.86,East
O-100924,2024-06-04,"3"" Binder",Office Supplies,Binders,5,22.72,117.39,15.32,East
O-100925,2024-01-09,Ergo Chair,Furniture,Chairs,4,203.09,745.17,153.46,West
O-100926,2024-04-08,File Box,Office Supplies,Storage,2,19.1,38.46,5.93,Central
O-100927,2024-07-16,Metal Bookcase,Furniture,Bookcases,2,147.17,320.45,43.0,West
